,remito,tipo
10315,203395,volumen
10316,203416,volumen
10317,203456,formula
10318,203458,fisuracion
10319,203478,fisuracion
10320,203479,fisuracion
10321,203514,asentamiento
10322,203561,asentamiento
10323,203563,formula
10324,203567,formula
10325,203660,asentamiento
10326,203672,asentamiento
10327,203685,volumen
10328,203686,asentamiento
10329,203695,formula
10330,203723,fisuracion
10331,203729,fisuracion
10332,203733,asentamiento
10333,203735,fisuracion
10334,203745,fragüe
10335,203761,fisuracion
10336,203763,asentamiento
10337,203789,fisuracion
10338,203802,asentamiento
10339,203818,demoras
10340,203821,demoras
10341,203824,fisuracion
10342,203826,asentamiento
10343,203831,asentamiento
10344,204006,asentamiento
10345,204029,resistencia
10346,204037,fisuracion
10347,204076,fisuracion
10348,204077,fisuracion
10349,204080,fisuracion
10350,204088,asentamiento
10351,204092,fragüe
10352,204101,asentamiento
10353,204135,formula
10354,204162,formula
10355,204174,fisuracion
10356,204193,volumen
10357,204201,fisuracion
10358,204213,demoras
10359,204225,fisuracion
10360,204266,demoras
10361,204336,fisuracion
10362,204355,asentamiento
10363,204365,volumen
10364,204389,demoras
10365,204406,demoras
10366,204407,asentamiento
10367,204416,fragüe
10368,204432,demoras
10369,204486,fisuracion
10370,204503,resistencia
10371,204515,resistencia
10372,204542,fisuracion
10373,204546,demoras
10374,204548,demoras
10375,204570,volumen
10376,204581,fisuracion
10377,204590,fisuracion
10378,204599,demoras
10379,204600,fisuracion
10380,204635,demoras
10381,204637,asentamiento
10382,204655,fisuracion
10383,204661,fisuracion
10384,204682,asentamiento
10385,204712,asentamiento
10386,204724,resistencia
10387,204746,demoras
10388,204750,asentamiento
10389,204754,fisuracion
10390,204758,asentamiento
10391,204765,asentamiento
10392,204768,volumen
10393,204818,asentamiento
10394,204836,fisuracion
10395,204848,asentamiento
10396,204851,fisuracion
10397,204866,demoras
10398,204926,fisuracion
10399,204929,demoras
10400,204933,asentamiento
10401,204949,asentamiento
10402,204958,asentamiento
10403,204960,volumen
10404,204974,fragüe
10405,205074,asentamiento
10406,205079,demoras
10407,205124,resistencia
10408,205140,demoras
10409,205141,asentamiento
10410,205166,volumen
10411,205168,resistencia
10412,205185,asentamiento
10413,205194,fisuracion
10414,205206,asentamiento
10415,205212,fisuracion
10416,205218,formula
10417,205221,fisuracion
10418,205229,asentamiento
10419,205233,demoras
10420,205238,asentamiento
10421,205287,fisuracion
10422,205376,fragüe
10423,205391,asentamiento
10424,205404,fragüe
10425,205426,resistencia
10426,205429,resistencia
10427,205464,fisuracion
10428,205497,fragüe
10429,205501,asentamiento
10430,205506,fisuracion
10431,205541,fisuracion
10432,205577,demoras
10433,205586,demoras
10434,205590,fisuracion
10435,205597,demoras
10436,205604,asentamiento
10437,205605,fisuracion
10438,205608,asentamiento
10439,205633,volumen
10440,205668,formula
10441,205683,fisuracion
10442,205688,resistencia
10443,205702,asentamiento
10444,205715,fragüe
10445,205783,demoras
10446,205812,resistencia
10447,205822,fisuracion
10448,205824,asentamiento
10449,205872,demoras
10450,205907,fragüe
10451,205922,volumen
10452,205928,resistencia
10453,205932,demoras
10454,205949,volumen
10455,205956,fisuracion
10456,205962,fisuracion
10457,205997,demoras
10458,205998,demoras
10459,206041,asentamiento
10460,206045,fisuracion
10461,206054,asentamiento
10462,206057,fisuracion
10463,206059,resistencia
10464,206087,fisuracion
10465,206132,fisuracion
10466,206161,demoras
10467,206173,asentamiento
10468,206192,asentamiento
10469,206240,asentamiento
10470,206242,fisuracion
10471,206254,volumen
10472,206255,asentamiento
10473,206324,demoras
10474,206342,asentamiento
10475,206355,volumen
10476,206464,fisuracion
10477,206470,fisuracion
10478,206476,fisuracion
10479,206484,fisuracion
10480,206490,asentamiento
10481,206511,demoras
10482,206522,volumen
10483,206530,fisuracion
10484,206549,asentamiento
10485,206575,resistencia
10486,206580,fisuracion
10487,206591,asentamiento
10488,206600,demoras
10489,206610,asentamiento
10490,206671,fragüe
10491,206704,asentamiento
10492,206731,demoras
10493,206742,resistencia
10494,206756,demoras
10495,206759,volumen
10496,206781,asentamiento
10497,206783,asentamiento
10498,206810,asentamiento
10499,206816,volumen
10500,206850,asentamiento
10501,206859,asentamiento
10502,206891,fisuracion
10503,206896,resistencia
10504,206906,volumen
10505,206935,demoras
10506,206941,resistencia
10507,206962,resistencia
10508,207010,asentamiento
10509,207040,demoras
10510,207054,demoras
10511,207074,fisuracion
10512,207100,demoras
10513,207115,asentamiento
10514,207151,fisuracion
10515,207164,formula
10516,207169,fisuracion
10517,207180,fisuracion
10518,207206,asentamiento
10519,207242,resistencia
10520,207258,asentamiento
10521,207326,fisuracion
10522,207330,fisuracion
10523,207341,asentamiento
10524,207381,asentamiento
10525,207425,fisuracion
10526,207478,fisuracion
10527,207506,fisuracion
10528,207543,fisuracion
10529,207564,fisuracion
10530,207566,fisuracion
10531,207567,volumen
10532,207584,volumen
10533,207608,asentamiento
10534,207613,resistencia
10535,207623,asentamiento
10536,207647,fisuracion
10537,207672,fisuracion
10538,207690,volumen
10539,207699,fisuracion
10540,207751,fragüe
10541,207759,volumen
10542,207793,fisuracion
10543,207827,fragüe
10544,207926,asentamiento
10545,207986,fisuracion
10546,207991,fragüe
10547,207998,resistencia
10548,208001,resistencia
10549,208012,demoras
10550,208026,asentamiento
10551,208065,fragüe
10552,208101,resistencia
10553,208113,asentamiento
10554,208116,asentamiento
10555,208118,fisuracion
10556,208125,asentamiento
10557,208139,fragüe
10558,208144,demoras
10559,208157,asentamiento
10560,208189,asentamiento
10561,208202,fisuracion
10562,208237,asentamiento
10563,208238,fisuracion
10564,208267,asentamiento
10565,208283,resistencia
10566,208289,fisuracion
10567,208290,fisuracion
10568,208325,fisuracion
10569,208330,fisuracion
10570,208386,fisuracion
10571,208389,resistencia
10572,208447,resistencia
10573,208452,demoras
10574,208494,volumen
10575,208508,fragüe
10576,208510,fisuracion
10577,208511,fisuracion
10578,208527,asentamiento
10579,208586,asentamiento
10580,208601,asentamiento
10581,208647,asentamiento
10582,208701,fisuracion
10583,208702,asentamiento
10584,208727,asentamiento
10585,208753,fisuracion
10586,208781,volumen
10587,208788,fisuracion
10588,208812,fragüe
10589,208819,resistencia
10590,208827,fragüe
10591,208831,volumen
10592,208861,demoras
10593,208887,fisuracion
10594,208947,fragüe
10595,208958,demoras
10596,208960,asentamiento
10597,208961,fisuracion
10598,208980,fisuracion
10599,209020,demoras
10600,209040,asentamiento
10601,209053,fisuracion
10602,209112,fisuracion
10603,209127,resistencia
10604,209150,fisuracion
10605,209218,resistencia
10606,209219,asentamiento
10607,209227,demoras
10608,209247,volumen
10609,209258,volumen
10610,209293,fisuracion
10611,209306,asentamiento
10612,209330,asentamiento
10613,209358,fisuracion
10614,209375,volumen
10615,209393,fisuracion
10616,209396,asentamiento
10617,209397,resistencia
10618,209403,asentamiento
10619,209437,formula
10620,209446,asentamiento
10621,209466,resistencia
10622,209470,asentamiento
10623,209504,fisuracion
10624,209531,demoras
10625,209572,resistencia
10626,209588,asentamiento
10627,209610,demoras
10628,209641,resistencia
10629,209648,fisuracion
10630,209674,fisuracion
10631,209694,resistencia
10632,209745,asentamiento
10633,209749,asentamiento
10634,209797,asentamiento
10635,209800,volumen
10636,209814,demoras
10637,209830,asentamiento
10638,209846,asentamiento
10639,209861,fisuracion
10640,209864,fisuracion
10641,209866,resistencia
10642,209890,fisuracion
10643,209894,fisuracion
10644,209905,fisuracion
10645,209915,asentamiento
10646,209920,fisuracion
10647,209925,resistencia
10648,209949,asentamiento
10649,209963,demoras
10650,210017,volumen
10651,210024,asentamiento
10652,210036,formula
10653,210045,asentamiento
10654,210055,fisuracion
10655,210056,resistencia
10656,210112,asentamiento
10657,210129,demoras
10658,210150,demoras
10659,210157,fisuracion
10660,210168,fisuracion
10661,210183,demoras
10662,210194,demoras
10663,210242,asentamiento
10664,210244,volumen
10665,210246,fisuracion
10666,210254,resistencia
10667,210273,resistencia
10668,210281,asentamiento
10669,210298,volumen
10670,210311,formula
10671,210329,resistencia
10672,210340,volumen
10673,210394,fisuracion
10674,210409,fisuracion
10675,210419,formula
10676,210428,resistencia
10677,210457,formula
10678,210474,demoras
10679,210476,fisuracion
10680,210482,formula
10681,210493,volumen
10682,210498,demoras
10683,210527,asentamiento
10684,210535,fisuracion
10685,210537,demoras
10686,210545,resistencia
10687,210593,demoras
10688,210634,formula
10689,210651,fisuracion
10690,210684,asentamiento
10691,210689,asentamiento
10692,210741,asentamiento
10693,210798,demoras
10694,210803,demoras
10695,210882,fisuracion
10696,210897,volumen
10697,210902,resistencia
10698,210909,demoras
10699,210957,asentamiento
10700,210964,fisuracion
10701,210977,volumen
10702,210991,asentamiento
10703,211008,fisuracion
10704,211038,fisuracion
10705,211040,resistencia
10706,211070,fisuracion
10707,211103,asentamiento
10708,211133,asentamiento
10709,211139,fisuracion
10710,211145,fisuracion
10711,211164,asentamiento
10712,211200,volumen
10713,211207,fragüe
10714,211221,asentamiento
10715,211242,resistencia
10716,211251,volumen
10717,211263,volumen
10718,211285,volumen
10719,211286,fisuracion
10720,211306,volumen
10721,211347,resistencia
10722,211351,fisuracion
10723,211353,fisuracion
10724,211363,resistencia
10725,211367,fisuracion
10726,211426,demoras
10727,211427,demoras
10728,211434,formula
10729,211464,fisuracion
10730,211475,fisuracion
10731,211521,fisuracion
10732,211537,fisuracion
10733,211547,demoras
10734,211585,demoras
10735,211610,fisuracion
10736,211612,demoras
10737,211624,asentamiento
10738,211633,fisuracion
10739,211649,fragüe
10740,211664,fisuracion
10741,211702,fisuracion
10742,211740,volumen
10743,211742,demoras
10744,211745,fisuracion
10745,211749,asentamiento
10746,211757,volumen
10747,211815,demoras
10748,211865,asentamiento
10749,211874,resistencia
10750,211902,demoras
10751,211933,fisuracion
10752,211978,fisuracion
10753,212007,demoras
10754,212059,asentamiento
10755,212064,volumen
10756,212086,fisuracion
10757,212127,fisuracion
10758,212131,asentamiento
10759,212145,fisuracion
10760,212146,asentamiento
10761,212183,resistencia
10762,212204,demoras
10763,212205,demoras
10764,212249,fragüe
10765,212260,asentamiento
10766,212265,resistencia
10767,212266,demoras
10768,212297,fisuracion
10769,212311,volumen
10770,212314,formula
10771,212328,asentamiento
10772,212352,fragüe
10773,212364,asentamiento
10774,212375,fragüe
10775,212394,fisuracion
10776,212440,volumen
10777,212467,asentamiento
10778,212514,fisuracion
10779,212533,fisuracion
10780,212538,fisuracion
10781,212556,volumen
10782,212565,asentamiento
10783,212567,asentamiento
10784,212568,fisuracion
10785,212570,demoras
10786,212576,asentamiento
10787,212577,fisuracion
10788,212594,asentamiento
10789,212624,fragüe
10790,212630,asentamiento
10791,212661,fisuracion
10792,212663,asentamiento
10793,212666,asentamiento
10794,212670,asentamiento
10795,212673,asentamiento
10796,212695,demoras
10797,212738,resistencia
10798,212769,fisuracion
10799,212774,resistencia
10800,212779,fisuracion
10801,212793,fisuracion
10802,212819,resistencia
10803,212836,resistencia
10804,212875,fisuracion
10805,212879,resistencia
10806,212927,fisuracion
10807,212945,fisuracion
10808,212959,fisuracion
10809,212989,fisuracion
10810,212998,asentamiento
10811,213027,asentamiento
10812,213030,resistencia
10813,213043,volumen
10814,213080,fisuracion
10815,213086,volumen
10816,213099,asentamiento
10817,213110,demoras
10818,213134,asentamiento
10819,213144,demoras
10820,213146,formula
10821,213148,asentamiento
10822,213155,fisuracion
10823,213169,asentamiento
10824,213172,volumen
10825,213174,asentamiento
10826,213185,asentamiento
10827,213225,asentamiento
10828,213229,formula
10829,213264,formula
10830,213269,resistencia
10831,213288,demoras
10832,213305,fisuracion
10833,213313,asentamiento
10834,213320,asentamiento
10835,213327,fisuracion
10836,213353,fisuracion
10837,213402,demoras
10838,213410,fisuracion
10839,213412,formula
10840,213436,demoras
10841,213448,asentamiento
10842,213468,fisuracion
10843,213469,asentamiento
10844,213480,asentamiento
10845,213481,resistencia
10846,213511,asentamiento
10847,213524,fisuracion
10848,213529,fisuracion
10849,213554,fisuracion
10850,213573,asentamiento
10851,213580,fisuracion
10852,213609,fisuracion
10853,213615,volumen
10854,213617,resistencia
10855,213630,fisuracion
10856,213658,volumen
10857,213665,fisuracion
10858,213692,demoras
10859,213696,fragüe
10860,213697,formula
10861,213707,fragüe
10862,213710,volumen
10863,213718,demoras
10864,213763,fisuracion
10865,213811,resistencia
10866,213820,demoras
10867,213824,demoras
10868,213855,demoras
10869,213876,fisuracion
10870,213888,volumen
10871,213895,asentamiento
10872,213902,fisuracion
10873,213905,demoras
10874,213916,fisuracion
10875,213933,volumen
10876,213938,demoras
10877,214003,asentamiento
10878,214006,demoras
10879,214007,asentamiento
10880,214022,fisuracion
10881,214027,asentamiento
10882,214036,demoras
10883,214078,asentamiento
10884,214092,resistencia
10885,214110,asentamiento
10886,214125,resistencia
10887,214134,asentamiento
10888,214152,demoras
10889,214177,demoras
10890,214231,asentamiento
10891,214242,fisuracion
10892,214267,fisuracion
10893,214273,demoras
10894,214289,volumen
10895,214302,asentamiento
10896,214304,demoras
10897,214307,fisuracion
10898,214313,volumen
10899,214318,asentamiento
10900,214319,volumen
10901,214346,fisuracion
10902,214349,fisuracion
10903,214355,asentamiento
10904,214362,fisuracion
10905,214400,volumen
10906,214407,fisuracion
10907,214412,demoras
10908,214427,asentamiento
10909,214428,resistencia
10910,214442,volumen
10911,214444,asentamiento
10912,214471,fisuracion
10913,214473,asentamiento
10914,214506,volumen
10915,214511,formula
10916,214551,resistencia
10917,214559,volumen
10918,214588,fisuracion
10919,214589,fragüe
10920,214596,fisuracion
10921,214631,fisuracion
10922,214649,volumen
10923,214670,fisuracion
10924,214673,formula
10925,214742,formula
10926,214747,asentamiento
10927,214766,asentamiento
10928,214770,asentamiento
10929,214778,asentamiento
10930,214803,asentamiento
10931,214815,fisuracion
10932,214843,volumen
10933,214849,fisuracion
10934,214852,fisuracion
10935,214874,demoras
10936,214879,resistencia
10937,214944,resistencia
10938,214972,asentamiento
10939,215003,demoras
10940,215014,fisuracion
10941,215037,resistencia
10942,215038,demoras
10943,215055,volumen
10944,215064,asentamiento
10945,215067,resistencia
10946,215073,demoras
10947,215114,asentamiento
10948,215143,asentamiento
10949,215156,asentamiento
10950,215162,asentamiento
10951,215165,fisuracion
10952,215173,fisuracion
10953,215175,fisuracion
10954,215222,formula
10955,215231,demoras
10956,215253,resistencia
10957,215256,demoras
10958,215267,fisuracion
10959,215271,fisuracion
10960,215400,fisuracion
10961,215401,demoras
10962,215409,fisuracion
10963,215442,fisuracion
10964,215471,resistencia
10965,215522,fisuracion
10966,215528,fisuracion
10967,215553,demoras
10968,215559,volumen
10969,215565,demoras
10970,215619,demoras
10971,215632,formula
10972,215697,fisuracion
10973,215718,formula
10974,215731,fragüe
10975,215736,asentamiento
10976,215758,demoras
10977,215765,demoras
10978,215784,fisuracion
10979,215791,fisuracion
10980,215816,asentamiento
10981,215838,asentamiento
10982,215848,volumen
10983,215857,volumen
10984,215876,asentamiento
10985,215886,fisuracion
10986,215888,asentamiento
10987,215895,fisuracion
10988,215903,fisuracion
10989,215948,volumen
10990,215960,asentamiento
10991,215972,volumen
10992,216015,asentamiento
10993,216031,demoras
10994,216114,resistencia
10995,216121,demoras
10996,216133,fisuracion
10997,216153,resistencia
10998,216164,fisuracion
10999,216168,volumen
11000,216185,fisuracion
11001,216186,volumen
11002,216208,fisuracion
11003,216232,fragüe
11004,216251,fisuracion
11005,216260,fragüe
11006,216263,demoras
11007,216274,asentamiento
11008,216275,demoras
11009,216316,asentamiento
11010,216327,asentamiento
11011,216331,fisuracion
11012,216341,resistencia
11013,216357,resistencia
11014,216372,fragüe
11015,216373,asentamiento
11016,216398,asentamiento
11017,216407,fragüe
11018,216412,volumen
11019,216415,fragüe
11020,216420,asentamiento
11021,216428,asentamiento
11022,216435,asentamiento
11023,216444,asentamiento
11024,216446,resistencia
11025,216474,fisuracion
11026,216481,volumen
11027,216495,fragüe
11028,216498,fisuracion
11029,216517,asentamiento
11030,216555,fisuracion
11031,216561,fisuracion
11032,216642,asentamiento
11033,216648,volumen
11034,216662,fisuracion
11035,216669,resistencia
11036,216682,fisuracion
11037,216714,asentamiento
11038,216723,fragüe
11039,216738,formula
11040,216758,asentamiento
11041,216765,formula
11042,216804,resistencia
11043,216813,asentamiento
11044,216846,volumen
11045,216850,fisuracion
11046,216853,asentamiento
11047,216870,fisuracion
11048,216876,fisuracion
11049,216896,fisuracion
11050,216899,asentamiento
11051,216934,volumen
11052,216952,resistencia
11053,216970,demoras
11054,216992,asentamiento
11055,217052,volumen
11056,217098,resistencia
11057,217131,asentamiento
11058,217134,fragüe
11059,217156,resistencia
11060,217167,fisuracion
11061,217175,asentamiento
11062,217190,demoras
11063,217197,asentamiento
11064,217237,fisuracion
11065,217282,asentamiento
11066,217357,demoras
11067,217364,asentamiento
11068,217378,volumen
11069,217387,asentamiento
11070,217402,asentamiento
11071,217453,asentamiento
11072,217487,resistencia
11073,217503,volumen
11074,217553,asentamiento
11075,217560,resistencia
11076,217590,volumen
11077,217592,fisuracion
11078,217603,fisuracion
11079,217604,demoras
11080,217624,formula
11081,217638,resistencia
11082,217670,fragüe
11083,217672,fisuracion
11084,217711,demoras
11085,217714,fisuracion
11086,217720,fragüe
11087,217727,volumen
11088,217734,asentamiento
11089,217744,asentamiento
11090,217764,asentamiento
11091,217785,asentamiento
11092,217831,asentamiento
11093,217869,demoras
11094,217891,resistencia
11095,217922,asentamiento
11096,217947,asentamiento
11097,217952,resistencia
11098,217954,volumen
11099,217978,fisuracion
11100,218011,fisuracion
11101,218023,asentamiento
11102,218059,demoras
11103,218060,resistencia
11104,218066,fisuracion
11105,218067,fisuracion
11106,218134,fisuracion
11107,218137,asentamiento
11108,218158,fisuracion
11109,218167,asentamiento
11110,218176,fisuracion
11111,218239,asentamiento
11112,218240,demoras
11113,218254,asentamiento
11114,218266,fisuracion
11115,218276,fisuracion
11116,218324,volumen
11117,218337,formula
11118,218363,demoras
11119,218374,fisuracion
11120,218376,fisuracion
11121,218380,asentamiento
11122,218423,volumen
11123,218426,volumen
11124,218445,asentamiento
11125,218476,asentamiento
11126,218478,fisuracion
11127,218496,volumen
11128,218526,fisuracion
11129,218527,demoras
11130,218537,demoras
11131,218552,asentamiento
11132,218557,resistencia
11133,218594,fisuracion
11134,218617,volumen
11135,218625,asentamiento
11136,218629,formula
11137,218645,volumen
11138,218646,volumen
11139,218670,volumen
11140,218679,resistencia
11141,218706,fisuracion
11142,218714,resistencia
11143,218716,fisuracion
11144,218728,resistencia
11145,218753,asentamiento
11146,218756,formula
11147,218771,asentamiento
11148,218821,fisuracion
11149,218834,volumen
11150,218839,asentamiento
11151,218856,asentamiento
11152,218865,fragüe
11153,218875,fragüe
11154,218903,volumen
11155,218905,fisuracion
11156,218946,asentamiento
11157,218978,asentamiento
11158,218987,asentamiento
11159,218994,demoras
11160,218999,resistencia
11161,219009,asentamiento
11162,219037,fragüe
11163,219046,volumen
11164,219061,asentamiento
11165,219072,volumen
11166,219105,resistencia
11167,219106,asentamiento
11168,219122,fisuracion
11169,219130,fisuracion
11170,219135,formula
11171,219156,fragüe
11172,219161,asentamiento
11173,219198,asentamiento
11174,219206,asentamiento
11175,219220,fisuracion
11176,219258,asentamiento
11177,219260,fisuracion
11178,219279,demoras
11179,219310,fisuracion
11180,219348,resistencia
11181,219349,resistencia
11182,219405,fisuracion
11183,219407,fisuracion
11184,219419,asentamiento
11185,219451,fisuracion
11186,219454,asentamiento
11187,219470,fisuracion
11188,219473,asentamiento
11189,219527,resistencia
11190,219568,fisuracion
11191,219591,volumen
11192,219600,demoras
11193,219601,asentamiento
11194,219621,fisuracion
11195,219639,fisuracion
11196,219670,demoras
11197,219693,asentamiento
11198,219716,demoras
11199,219736,fisuracion
11200,219743,asentamiento
11201,219753,fisuracion
11202,219771,fragüe
11203,219785,asentamiento
11204,219816,demoras
11205,219818,fisuracion
11206,219831,fisuracion
11207,219835,demoras
11208,219838,resistencia
11209,219841,formula
11210,219849,asentamiento
11211,219851,demoras
11212,219894,resistencia
11213,219904,asentamiento
11214,219934,fisuracion
11215,219945,asentamiento
11216,219986,fisuracion
11217,219998,resistencia
11218,220065,fisuracion
11219,220126,asentamiento
11220,220128,fisuracion
11221,220137,formula
11222,220149,formula
11223,220161,demoras
11224,220178,fisuracion
11225,220192,fragüe
11226,220219,demoras
11227,220233,fisuracion
11228,220243,volumen
11229,220248,asentamiento
11230,220285,asentamiento
11231,220297,fragüe
11232,220307,resistencia
11233,220320,volumen
11234,220332,volumen
11235,220362,fragüe
11236,220379,fisuracion
11237,220384,asentamiento
11238,220414,asentamiento
11239,220450,asentamiento
11240,220549,resistencia
11241,220572,demoras
11242,220573,fisuracion
11243,220586,demoras
11244,220599,asentamiento
11245,220601,asentamiento
11246,220656,volumen
11247,220664,asentamiento
11248,220688,fisuracion
11249,220694,fisuracion
11250,220718,asentamiento
11251,220772,fragüe
11252,220809,asentamiento
11253,220826,asentamiento
11254,220873,formula
11255,220892,volumen
11256,220916,volumen
11257,220927,asentamiento
11258,220959,volumen
11259,220981,volumen
11260,220985,fisuracion
11261,220994,asentamiento
11262,221002,asentamiento
11263,221005,demoras
11264,221027,fragüe
11265,221041,fisuracion
11266,221076,asentamiento
11267,221107,fisuracion
11268,221110,fisuracion
11269,221126,asentamiento
11270,221139,asentamiento
11271,221171,resistencia
11272,221198,fisuracion
11273,221201,asentamiento
11274,221267,fisuracion
11275,221288,asentamiento
11276,221302,formula
11277,221324,fragüe
11278,221334,asentamiento
11279,221341,asentamiento
11280,221349,asentamiento
11281,221356,asentamiento
11282,221381,asentamiento
11283,221398,demoras
11284,221402,asentamiento
11285,221430,volumen
11286,221432,fisuracion
11287,221438,asentamiento
11288,221578,asentamiento
11289,221583,volumen
11290,221615,demoras
11291,221629,volumen
11292,221636,fragüe
11293,221647,asentamiento
11294,221652,fisuracion
11295,221692,demoras
11296,221722,asentamiento
11297,221763,asentamiento
11298,221783,resistencia
11299,221831,fisuracion
11300,221868,resistencia
11301,221882,resistencia
11302,221940,formula
11303,221946,fisuracion
11304,221971,demoras
11305,221984,formula
11306,222003,asentamiento
11307,222010,demoras
11308,222017,asentamiento
11309,222126,demoras
11310,222129,resistencia
11311,222145,asentamiento
11312,222150,asentamiento
11313,222181,asentamiento
11314,222190,volumen
11315,222195,demoras
11316,222231,asentamiento
11317,222251,formula
11318,222257,fisuracion
11319,222272,asentamiento
11320,222275,resistencia
11321,222278,fisuracion
11322,222293,fisuracion
11323,222303,formula
11324,222356,fisuracion
11325,222360,resistencia
11326,222438,asentamiento
11327,222439,formula
11328,222466,asentamiento
11329,222467,demoras
11330,222473,fisuracion
11331,222498,fragüe
11332,222501,fragüe
11333,222519,fragüe
11334,222539,demoras
11335,222572,fisuracion
11336,222609,fragüe
11337,222652,resistencia
11338,222663,resistencia
11339,222681,fisuracion
11340,222686,asentamiento
11341,222706,asentamiento
11342,222708,demoras
11343,222774,formula
11344,222777,fisuracion
11345,222788,fisuracion
11346,222810,asentamiento
11347,222815,demoras
11348,222838,asentamiento
11349,222840,fisuracion
11350,222846,resistencia
11351,222854,fisuracion
11352,222860,volumen
11353,222878,fisuracion
11354,222882,fisuracion
11355,222883,formula
11356,222884,asentamiento
11357,222888,demoras
11358,222892,asentamiento
11359,222893,asentamiento
11360,222923,resistencia
11361,222971,asentamiento
11362,223016,formula
11363,223043,asentamiento
11364,223048,fragüe
11365,223070,resistencia
11366,223072,fisuracion
11367,223094,fisuracion
11368,223095,fisuracion
11369,223228,demoras
11370,223234,asentamiento
11371,223248,asentamiento
11372,223250,demoras
11373,223268,asentamiento
11374,223289,formula
11375,223321,fisuracion
11376,223354,asentamiento
11377,223361,demoras
11378,223377,resistencia
11379,223384,asentamiento
11380,223396,volumen
11381,223426,resistencia
11382,223447,fisuracion
11383,223461,formula
11384,223469,asentamiento
11385,223477,fisuracion
11386,223586,fisuracion
11387,223593,volumen
11388,223600,fisuracion
11389,223603,fisuracion
11390,223685,resistencia
11391,223693,fragüe
11392,223703,asentamiento
11393,223727,fisuracion
11394,223729,asentamiento
11395,223748,fragüe
11396,223752,formula
11397,223766,demoras
11398,223771,asentamiento
11399,223774,fisuracion
11400,223778,fisuracion
11401,223808,fisuracion
11402,223823,fisuracion
11403,223843,asentamiento
11404,223863,asentamiento
11405,223879,asentamiento
11406,223901,volumen
11407,223903,fisuracion
11408,223926,asentamiento
11409,223942,fragüe
11410,223982,fisuracion
11411,224023,fisuracion
11412,224029,volumen
11413,224040,asentamiento
11414,224060,resistencia
11415,224071,formula
11416,224084,formula
11417,224158,asentamiento
11418,224166,fisuracion
11419,224179,fisuracion
11420,224195,asentamiento
11421,224204,formula
11422,224220,fragüe
11423,224262,fisuracion
11424,224288,fisuracion
11425,224301,asentamiento
11426,224304,asentamiento
11427,224308,fisuracion
11428,224364,demoras
11429,224382,fisuracion
11430,224395,volumen
11431,224404,asentamiento
11432,224435,volumen
11433,224443,fisuracion
11434,224448,fragüe
11435,224459,resistencia
11436,224514,fisuracion
11437,224595,asentamiento
11438,224616,asentamiento
11439,224649,formula
11440,224658,asentamiento
11441,224668,fragüe
11442,224682,demoras
11443,224692,fragüe
11444,224743,demoras
11445,224775,resistencia
11446,224783,demoras
11447,224843,fisuracion
11448,224849,volumen
11449,224861,fisuracion
11450,224937,asentamiento
11451,224951,demoras
11452,224961,fisuracion
11453,224969,resistencia
11454,225023,asentamiento
11455,225081,fragüe
11456,225087,fragüe
11457,225141,fisuracion
11458,225155,asentamiento
11459,225261,fragüe
11460,225264,demoras
11461,225275,asentamiento
11462,225278,demoras
11463,225318,resistencia
11464,225354,asentamiento
11465,225380,fisuracion
11466,225384,resistencia
11467,225387,demoras
11468,225396,asentamiento
11469,225398,asentamiento
11470,225402,asentamiento
11471,225414,resistencia
11472,225420,fisuracion
11473,225433,asentamiento
11474,225476,volumen
11475,225478,resistencia
11476,225497,fisuracion
11477,225498,fisuracion
11478,225521,asentamiento
11479,225557,asentamiento
11480,225577,asentamiento
11481,225589,resistencia
11482,225596,asentamiento
11483,225614,volumen
11484,225619,resistencia
11485,225626,fisuracion
11486,225639,demoras
11487,225663,volumen
11488,225664,fisuracion
11489,225673,resistencia
11490,225675,asentamiento
11491,225681,formula
11492,225690,resistencia
11493,225731,fisuracion
11494,225735,fisuracion
11495,225757,fisuracion
11496,225781,demoras
11497,225822,fisuracion
11498,225846,volumen
11499,225879,asentamiento
11500,225903,fragüe
11501,225925,fisuracion
11502,225937,fragüe
11503,225962,asentamiento
11504,226008,asentamiento
11505,226030,fisuracion
11506,226074,resistencia
11507,226080,fisuracion
11508,226102,fisuracion
11509,226116,fisuracion
11510,226123,asentamiento
11511,226146,demoras
11512,226148,formula
11513,226161,fisuracion
11514,226211,fisuracion
11515,226215,fisuracion
11516,226238,fisuracion
11517,226264,fragüe
11518,226278,demoras
11519,226291,demoras
11520,226294,asentamiento
11521,226297,fisuracion
11522,226316,asentamiento
11523,226332,volumen
11524,226337,fisuracion
11525,226376,formula
11526,226377,volumen
11527,226384,fragüe
11528,226416,fisuracion
11529,226454,fisuracion
11530,226544,demoras
11531,226554,asentamiento
11532,226572,volumen
11533,226593,fisuracion
11534,226599,fisuracion
11535,226621,volumen
11536,226631,fisuracion
11537,226648,fisuracion
11538,226732,formula
11539,226762,resistencia
11540,226765,fragüe
11541,226770,asentamiento
11542,226819,asentamiento
11543,226830,demoras
11544,226836,resistencia
11545,226841,fisuracion
11546,226884,demoras
11547,226887,fisuracion
11548,226902,fisuracion
11549,226933,fisuracion
11550,226971,demoras
11551,226982,fisuracion
11552,227000,demoras
11553,227028,resistencia
11554,227043,formula
11555,227079,volumen
11556,227083,asentamiento
11557,227087,fisuracion
11558,227099,fisuracion
11559,227162,fragüe
11560,227184,fisuracion
